#,单词,解释
93,ease,"/iːz//iz/ - vt. 减轻，缓和；使安心 - n. 安逸，悠闲；轻松，舒适 - vi. 减轻，缓和；放松；灵活地移动 EASEabbr. Electronic Airborne Systems Evaluator 机载电子系统鉴定器 时 态: eased, easing, eases..."
94,counsel,"/'kaʊns(ə)l//'kaʊnsl/ - n. 忠告；讨论；商议；决策；法律顾问 - vt. 劝告；建议 - vi. 提出忠告；商讨 时 态: counseled, counselled counseling, counselling counsels, counsels..."
95,invasion,/ɪn'veɪʒ(ə)n//ɪn'veʒn/ n. 侵犯；入侵，侵略；侵袭
96,category,"/'kætɪg(ə)rɪ//'kætəɡɔri/ n. 种类, 类别"
97,nationalist,/'næʃ(ə)n(ə)lɪst//'næʃnəlɪst/ n. 民族主义者;国家主义者
98,abortion,/ə'bɔːʃ(ə)n//ə'bɔrʃən/ n. 流产，小产；流产的胎儿
99,silence,"/'saɪləns//'saɪləns/ - n. 寂静; 无声 - 沉默 - 无音信, 失去联系 - 寂静[沉默, 无音信]的时刻[期间] - vt. 使安静, 使沉默 时 态: silenced, silencing, silences..."
100,Latin,"/'lætɪn//'lætn/ - n. 拉丁文 - adj. 拉丁的,拉丁语的"
101,passage,"/'pæsɪdʒ//'pæsɪdʒ/ n. 通路；走廊；一段（文章） 时 态: passaged, passaging, passages"
102,traveller,/'trævlə/ - n. 旅行者;旅游者;旅客;游客 - (尤指结队而行的)漂泊者;(常指)吉卜赛人
103,sensitive,"/'sensɪtɪv//'sɛnsətɪv/ - adj. 易受伤害的, 易损坏的; 易受影响的; 敏感的 - 易生气的; 感情容易冲动的; 神经质的 - 〈褒〉有细腻感情的; 同情理解的 - (指仪器等)灵敏的 - 需要小心处理(以免引起麻烦或冒犯)的, 敏感的, 微妙的 副 词: sensitively 名 词: sensitiveness..."
104,silent,/'saɪlənt//'saɪlənt/ - adj. 寂静的; 无声的 - 沉默的 - 不发音的 副 词: silently 名 词: silentness
105,CD-ROM,n. 只读光盘
106,deposit,"/dɪ'pɒzɪt//dɪ'pɑzɪt/ - n. 存款；保证金；沉淀物 - vt. 存放；使沉积 - vi. 沉淀 时 态: deposited, depositing, deposits 名 词: depositor"
107,bus,"/bʌs//bʌs/ n. 公共汽车, 巴士"
108,ruling,"/'ruːlɪŋ//'rulɪŋ/ n. 裁定, 规定"
109,empire,/'empaɪə//'ɛmpaɪr/ n. 帝国；帝王统治，君权
110,academic,/ækə'demɪk//ˌækə'dɛmɪk/ - adj. 学院的；学术的；理论的 - n. 大学生，大学教师；学者 副 词: academically
111,library,"/'laɪbrərɪ//'laɪbrɛri/ - n. 图书馆, 藏书室 - 藏书"
112,organized,"/ˈɔ:ɡənaizd//'ɔrɡənaɪzd/ adj. 有组织的, 有条理的"
113,retain,"/rɪ'teɪn//rɪ'ten/ vt. 保持；雇；记住 时 态: retained, retaining, retains 缩 写: ret 名 词: retainability 形容词: retainable 名 词: retainment"
114,crop,"/krɒp//krɑp/ - n. 农作物；庄稼；产量；平头 - vt. 种植；收割；修剪；剪短 - vi. 收获 时 态: cropped, cropping, crops"
115,edit,"/'edɪt//'ɛdɪt/ - vt. 编辑；校订 - n. 编辑工作 时 态: edited, editing, edits"
116,tool,"/tuːl//tul/ - n. 工具，用具；器械，机床；手段 - vi. 使用工具；用机床装备工厂 - vt. 用工具给……加工 时 态: tooled, tooling, tools"
117,regret,"/rɪ'gret//rɪ'ɡrɛt/ - n. 遗憾；抱歉；悲叹 - vt. 后悔；哀悼；惋惜 - vi. 感到抱歉；感到后悔 时 态: regretted, regretting, regrets 名 词: regretter"
118,winning,/'wɪnɪŋ//'wɪnɪŋ/ - adj. 胜利的；获胜的 - n. 胜利；获得；成功 - v. 获胜（win的ing形式） 副 词: winningly 名 词: winningness
119,literature,"/ˈlitəritʃə//'lɪtrətʃɚ/ - n. 文学, 文学作品 - 文献, 图书资料"
120,alliance,"/ə'laɪəns//ə'laɪəns/ - n. 结盟, 联盟 - 同盟国; 结盟的社会"
121,trap,"/træp//træp/ - vt. 诱骗; 诱捕; 设陷阱捕捉 - 困住, 使陷入绝境 - 使受限制 - n. (捕捉动物的)夹子, 罗网, 陷阱 - 圈套, 困境 - (对付人的)计谋, 策略, 陷阱 时 态: trapped, trapping, traps..."
122,passenger,"/'pæsɪndʒə//'pæsɪndʒɚ/ n. 乘客, 旅客"
123,forest,"/'fɒrɪst//'fɔrɪst/ - vt. 植树于，使成为森林 - n. 森林 时 态: forested, foresting, forests 形容词: forestal or 名 词: forestation"
124,aggressive,"/ə'gresɪv//ə'ɡrɛsɪv/ adj. 好争斗的, 挑衅的, 侵略性的 副 词: aggressively 名 词: aggressiveness"
125,convention,"/kən'venʃ(ə)n//kən'vɛnʃən/ - n. (某一职业、政党等的人士召开的)大会 - 习俗, 惯例 - 协议, 协定"
126,beaten,"/'biːt(ə)n//'bitn/ - adj. 打成的 - 锤平的;锤成的 - 打败的, 击跨的 - (路)踩出来的;常有人行走的 - 搅成糊状的 - 筋疲力尽的 - 偏僻；人跡罕至"
127,interim,/'ɪnt(ə)rɪm//'ɪntərɪm/ - adj. 临时的，暂时的；中间的；间歇的 - n. 过渡时期，中间时期；暂定
128,explanation,"/eksplə'neɪʃ(ə)n//ˌɛksplə'neʃən/ - n. 解释, 说明 - 能说明某事缘由的言语、事实、情况等"
129,whenever,/wen'evə//wɛn'ɛvɚ/ - conj. 每当；无论何时 - adv. 不论何时；随便什么时候
130,native,/'neɪtɪv//'netɪv/ - adj. 本国的；土著的；与生俱来的；天然的；天赋的 - n. 本地人；土产；当地居民 副 词: natively 名 词: nativeness
131,capacity,/kə'pæsɪtɪ//kə'pæsəti/ n. 能力；容量；生产力；资格，地位
132,genuine,/'dʒenjʊɪn//ˈdʒɛnjuɪn/ adj. 真实的，真正的；诚恳的 副 词: genuinely 名 词: genuineness
133,surrender,"/sə'rendə//sə'rɛndɚ/ - vt. & vi. 投降 - vt. 放弃; 抛弃 - n. 投降, 放弃 时 态: surrendered, surrendering, surrenders"
134,superior,/suː'pɪərɪə//su'pɪrɪɚ/ - adj. 上级的；高傲的；优秀的，出众的 - n. 上级，长官；长者；优胜者，高手 名 词: superiority 副 词: superiorly
135,hunt,"/hʌnt//hʌnt/ - vt. 搜索；打猎 - vi. 打猎；搜寻 - n. 搜寻；狩猎 Hunt亨特(姓氏) 时 态: hunted, hunting, hunts"
136,execute,"/'eksɪkjuːt//'ɛksɪkjut/ - vt. 处决 - 执行, 实现; 使生效 Executevt. 执行；实行 时 态: executed, executing, executes 形容词: executable 名 词: executer"
137,poem,/'pəʊɪm//'poəm/ n. 诗
138,auto,/'ɔːtəʊ//'ɔto/ n. 〈美〉汽车
139,interior,"/ɪn'tɪɜːrɪə//ɪn'tɪrɪɚ/ - n. 内部 - 内地 - adj. 内部的 - 内地的, 国内的 名 词: interiority 副 词: interiorly"
140,hi,"/haɪ//haɪ/ int. (用作问候语)嘿, 喂 HIabbr. Hawaiian Islands夏威夷群岛"
141,poetry,"/'pəʊɪtrɪ//'poətri/ - n. 诗篇, 诗歌, 诗集 - 作诗法, 诗歌艺术 - 诗情, 诗意, 诗一般的美"
142,premier,/'premɪə//prɪ'mɪr/ - adj. 第一的；最初的 - n. 总理，首相 名 词: premiership
143,decorate,"/'dekəreɪt//'dɛkəret/ - vt. 装饰；布置；授勋给 - vi. 装饰；布置 时 态: decorated, decorating, decorates"
144,apart,/ə'pɑːt//ə'pɑrt/ - adv. 分离着；相距；与众不同地 - adj. 分离的；与众不同的 名 词: apartness
145,stem,"/stem//stɛm/ - n. (花草的)茎, (树木的)干 - 词干 - vt. 遏制[阻止](液体的流动等) 时 态: stemmed, stemming, stems"
146,moderate,"/'mɒd(ə)rət//'mɑdərət/ - adj. 中等的, 适度的, 不很大的 - 温和的; 有节制的 - 中庸的, 稳健的, 不走极端的 - vt. & vi. (使)减轻[缓和]; 节制 时 态: moderated, moderating, moderates 副 词: moderately 名 词: moderateness 名 词: moderation..."
147,manufacture,"/mænjʊ'fæktʃə//'mænjə'fæktʃɚ/ - vt. 制造 - 捏造 - n. 制造 - 制造品, 产品 时 态: manufactured, manufacturing, manufactures 形容词: manufacturable 形容词: manufactural 名 词: manufacturing..."
148,myth,/mɪθ//mɪθ/ n. 神话；虚构的人，虚构的事
149,spray,"/spreɪ//spre/ - n. 水沫；喷雾；喷雾器 - vt. 喷射 - vi. 喷 时 态: sprayed, spraying, sprays 名 词: sprayer"
150,personality,"/pɜːsə'nælɪtɪ//ˌpɝsə'næləti/ - n. 人格, 个性 - 人物, 名人 - 人身攻击, 诽谤"
151,immune,"/i'mju:n//ɪˈmjoon/ - adj. 免疫的, 有免疫力的; 不受影响的 - 免除…的, 豁免的"
152,obtain,"/əb'teɪn//əb'ten/ - vi. 获得；流行 - vt. 获得 时 态: obtained, obtaining, obtains 形容词: obtainable 名 词: obtainer"
153,shortly,/'ʃɔːtlɪ//'ʃɔrtli/ adv. 立刻；简短地；唐突地
154,task,"/tɑːsk//tæsk/ n. 工作; 任务; 差事 时 态: tasked, tasking, tasks"
155,retirement,"/rɪ'taɪəm(ə)nt//rɪ'taɪɚmənt/ - n. 退休;退职;退役 - 退休的实例 - 退休生活;遁世,隐居"
156,chamber,"/'tʃeɪmbə//'tʃembɚ/ - n. （身体或器官内的）室，膛；房间；会所 - adj. 室内的；私人的，秘密的 - vt. 把…关在室内；装填（弹药等） 时 态: chambered, chambering, chambers..."
157,angry,"/'æŋgrɪ//'æŋɡri/ adj. 生气的；愤怒的；狂暴的；（伤口等）发炎的 比较级: angrier, angriest"
158,equal,"/ˈi:kwəl//'ikwəl/ - adj. 相等的, 同样的 - 平等的 - 能胜任的, 合适的 - vt. 与…相等或相同 - 比得上 - n. 同样的人, 相等的数量 - 能与之比拟的东西, 匹敌者 时 态: equaled, equalled equaling, equalling equals, equals 副 词: equally..."
159,excess,"/ɪk'ses//ˈɛkˌsɛs/ - n. 无节制；过度，过量；超过，超额 - adj. 额外的，过量的；附加的 时 态: excessed, excessing, excesses"
160,characteristic,"/kærəktə'rɪstɪk//ˌkærəktə'rɪstɪk/ adj. 特有的, 典型的 副 词: characteristically"
161,illustration,"/ɪlə'streɪʃ(ə)n//ˌɪlə'streʃən/ - n. 插图, 图表, 图案 - 例证, 实例 - 说明, 图解, 图示 形容词: illustrational"
162,unidentified,/ʌnaɪ'dentɪfaɪd//'ʌnaɪ'dɛntə'faɪd/ adj. 不能辨认的;无法识别的；身份不明的
163,upper,/'ʌpə//'ʌpɚ/ adj. 上面的，上部的；较高的
164,competitor,"/kəm'petɪtə//kəm'pɛtɪtɚ/ n. 竞争者,对手,敌手"
165,sand,"/sænd//sænd/ - n. 沙, 沙子 - 沙滩; 沙洲 - vt. 用砂纸磨光 - 在某物上撒沙, 用沙覆盖 时 态: sanded, sanding, sands"
166,persuade,"/pə'sweɪd//pɚ'swed/ vt. & vi. 说服, 劝告 时 态: persuaded, persuading, persuades 形容词: persuadable 名 词: persuader"
167,childhood,"/'tʃaɪldhʊd//'tʃaɪldhʊd/ n. 童年, 儿童时代"
168,assess,"/ə'ses//ə'sɛs/ vt. 评定；估价；对…征税 时 态: assessed, assessing, assesses 形容词: assessable"
169,higher,/ˈhaɪə//'haɪɚ/ - adj. 高高的 - 高级的；上级的 - 高等的；较为进化的
170,expense,"/ɪk'spens//ɪk'spɛns/ - n. 开支；消费；损失，代价 - vt. 向…收取费用 - vi. 被花掉 时 态: expensed, expensing, expenses"
171,height,"/haɪt//haɪt/ - n. 高度, 身高 - 高处, 高地 - 顶点, 极度"
172,pen,"/pen//pɛn/ - n. 笔; 钢笔; 圆珠笔 - 写作 - 圈, 围栏 - vt. 写(信等) - vt. 把…关入栏中 PENabbr. International Association of Poets,Playwrights,Editors,Essayists and Novelists 国际笔会 PENabbr. International Association of Poets, Playwrights, Editors, Essayists and Novelists 国际笔会 时 态: penned, penning, pens 名 词: penner..."
173,maximum,"/'mæksɪməm//'mæksɪməm/ - adj. 最大值的, 最大量的 - n. 最大的量、体积、强度等"
174,tide,"/taɪd//taɪd/ - n. 潮汐；趋势，潮流 - vt. 随潮漂流 时 态: tided, tiding, tides"
175,heaven,/'hev(ə)n//'hɛvn/ n. 天堂；天空；极乐
176,permission,"/pə'mɪʃ(ə)n//pɚ'mɪʃən/ n. 允许, 许可, 准许"
177,being,/'biːɪŋ//'biɪŋ/ - n. 存在；生命；本质；品格 - adj. 存在的；现有的
178,marine,"/mə'riːn//mə'rin/ - adj. 海的, 海产的, 海生的 - 海军的 - 海事的, 海运的 - n. 水兵; 海军陆战队士兵"
179,collective,"/kə'lektɪv//kə'lɛktɪv/ adj. 集体的, 共同的, 共有的 副 词: collectively 名 词: collectiveness"
180,sugar,"/'ʃʊgə//'ʃʊgɚ/ - n. 糖；食糖；甜言蜜语 - vt. 加糖于；粉饰 - vi. 形成糖 时 态: sugared, sugaring, sugars 名 词: sugarer"
181,penalty,"/'pen(ə)ltɪ//'pɛnəlti/ - n. 惩罚, 处罚 - 不利后果, 损失"
182,heal,"/hiːl//hil/ - vt. 治愈，痊愈；和解 - vi. 痊愈 时 态: healed, healing, heals 形容词: healable"
183,desert,"/dɪ'zɜːt//ˈdɛzət/ - n. 沙漠, 不毛之地 - vt. 舍弃, 遗弃 - vi. 开小差, 逃亡 时 态: deserted, deserting, deserts 名 词: deserter"
184,storm,"/stɔːm//stɔrm/ - n. 暴风雨；大动荡 - vi. 起风暴；横冲直撞；狂怒咆哮 - vt. 怒骂；[军]猛攻 时 态: stormed, storming, storms"
185,valuable,/'væljʊb(ə)l//'væljuəbl/ - adj. 贵重的；有价值的；可估价的 - n. 贵重物品 名 词: valuableness 副 词: valuably
